Anime ID,Title,Producers,Streaming Platform,Genre,Type,Studio,Source,A/R Ratings
35829,Call follow back,Shueisha,NetflixHuluTubi,ComedyMysteryAdventure,TV,Sunrise,Light Novel,PG-13
35836,Business dinner not,"Aniplex, Kadokawa",VRV,MysterySlice of LifeComedy,ONA,A-1 Pictures,Game,R
35850,Capital character challenge,"Kodansha, Shueisha",Amazon Prime,AdventureComedy,Special,Ufotable,Light Novel,PG
35878,Decision our middle,Kodansha,Hulu,RomanceActionDrama,OVA,A-1 Pictures,Webtoon,PG-13
36016,Fear follow particular,TV Tokyo,VRVDisney+,Comedy,OVA,Wit Studio,Visual Novel,R
36196,Bag question nation,Bandai Namco,HBO MaxTubi,FantasyMysteryAdventure,Special,Toei Animation,Game,PG-13
36362,Dream mother,"Kodansha, Aniplex",VRVNetflixAmazon Prime,Slice of LifeRomance,OVA,Ufotable,Light Novel,G
36400,Beyond I create,"Shueisha, Kodansha",CrunchyrollDisney+,Slice of Life,OVA,MAPPA,Original,R
36435,Also wrong,"Shueisha, Aniplex",YouTube Premium,Action,Special,Bones,Webtoon,R
36803,Citizen star,Kodansha,Apple TV+,RomanceActionAdventure,Special,Toei Animation,Webtoon,PG-13
36903,Again method manage,"Bandai Namco, Kodansha",Crunchyroll,SupernaturalMystery,TV,Sunrise,Original,PG
36918,College with,Kodansha,Amazon PrimeFunimationVRV,Mystery,ONA,Toei Animation,Original,PG-13
36944,Beautiful deal,"Bandai Namco, Aniplex",Disney+Apple TV+,Slice of LifeRomanceAdventure,Special,Toei Animation,Light Novel,PG-13
36983,Blue recognize never,TV Tokyo,CrunchyrollTubiAmazon Prime,HorrorMystery,OVA,A-1 Pictures,Game,R
37116,Current price,Aniplex,Apple TV+Funimation,Horror,ONA,Sunrise,Webtoon,PG-13
37224,Air against nice,"Kodansha, Aniplex",Amazon PrimeYouTube PremiumHBO Max,Supernatural,ONA,Wit Studio,Original,PG
37867,Cut anyone,"Kadokawa, Bandai Namco",Amazon PrimeYouTube Premium,HorrorSci-FiMystery,OVA,Bones,Original,R
38008,Court order resource,"Shueisha, Bandai Namco",Funimation,Romance,TV,Ufotable,Original,R
38073,Cause institution industry,"Aniplex, Kodansha",TubiHulu,Adventure,TV,Kyoto Animation,Light Novel,G
38132,Arrive opportunity evening,Aniplex,YouTube Premium,ComedySlice of LifeDrama,Special,Madhouse,Webtoon,PG-13
38184,Change car adult society,Aniplex,Amazon Prime,Sci-FiComedyAction,Special,Toei Animation,Webtoon,R
38565,Case space,Bandai Namco,HuluNetflixAmazon Prime,ActionSci-Fi,TV,Toei Animation,Webtoon,G
38762,Change billion be capital,"Shueisha, TV Tokyo",FunimationHBO Max,Action,OVA,Kyoto Animation,Manga,PG-13
38768,Ask policy,Shueisha,Crunchyroll,Drama,Special,A-1 Pictures,Manga,G
38914,Challenge prove bed,Shueisha,HuluVRV,Romance,Special,J.C.Staff,Original,PG
39628,Despite current soon unit,Bandai Namco,YouTube Premium,Comedy,OVA,Wit Studio,Visual Novel,PG
39694,Down though,Kadokawa,HuluHBO MaxAmazon Prime,Horror,TV,MAPPA,Visual Novel,PG
39758,Dinner result,Shueisha,YouTube PremiumFunimation,RomanceAdventureComedy,TV,A-1 Pictures,Manga,PG-13
40087,Dark above measure,TV Tokyo,Funimation,DramaFantasyRomance,TV,Ufotable,Webtoon,PG
40618,Feeling letter,"Shueisha, Bandai Namco",Netflix,Supernatural,Special,Kyoto Animation,Light Novel,PG
40686,Better account far,"Kadokawa, Kodansha",FunimationDisney+Tubi,AdventureMystery,Special,Sunrise,Webtoon,R
40730,Along artist baby type,Kadokawa,Amazon PrimeNetflixYouTube Premium,MysteryRomance,OVA,Bones,Original,R
40818,Either edge,"Kadokawa, Shueisha",CrunchyrollTubi,Slice of LifeSci-Fi,ONA,J.C.Staff,Original,R
40842,Establish voice old,Aniplex,Apple TV+NetflixCrunchyroll,Slice of LifeAdventure,OVA,Bones,Light Novel,R
40857,Crime trade deal,Shueisha,FunimationAmazon Prime,HorrorAction,ONA,Toei Animation,Manga,PG
41056,Away walk almost,Kodansha,Hulu,Comedy,TV,Bones,Light Novel,R
41086,Brother know paper,"Kadokawa, Kodansha",HBO Max,HorrorSlice of Life,TV,J.C.Staff,Light Novel,G
41110,Bank author,"Shueisha, Bandai Namco",Netflix,Fantasy,OVA,Bones,Game,R
41131,Coach however,"Kadokawa, Kodansha",HBO Max,RomanceComedy,Special,Sunrise,Manga,PG
41361,Another language first,"Kodansha, TV Tokyo",Amazon PrimeHBO MaxYouTube Premium,MysteryHorror,Special,J.C.Staff,Game,PG
41363,Expect international authority,Shueisha,Apple TV+CrunchyrollHulu,SupernaturalSlice of LifeMystery,OVA,Ufotable,Manga,PG
41557,Catch chair try,"Shueisha, Kadokawa",Netflix,Adventure,Special,Sunrise,Webtoon,R
41696,Especially trip south group,"Bandai Namco, TV Tokyo",NetflixApple TV+HBO Max,RomanceHorrorAction,Special,Wit Studio,Manga,G
41747,Able piece,Aniplex,HBO Max,ActionRomance,TV,Bones,Light Novel,PG
41773,Building bad,Shueisha,CrunchyrollAmazon Prime,Slice of Life,TV,Kyoto Animation,Light Novel,G
41935,Big three huge,Kodansha,HBO MaxDisney+,Fantasy,OVA,Bones,Manga,PG
42062,Above activity who,Bandai Namco,VRV,Sci-Fi,Special,J.C.Staff,Light Novel,G
42194,Beautiful suffer center,Aniplex,FunimationDisney+Netflix,ActionRomance,OVA,Kyoto Animation,Visual Novel,PG
42345,Fear religious town,"Kadokawa, Kodansha",FunimationYouTube Premium,Slice of Life,TV,Sunrise,Webtoon,R
42668,Arm glass rock,"TV Tokyo, Shueisha",Apple TV+FunimationDisney+,Sci-FiSupernatural,OVA,Toei Animation,Game,G
42859,Enjoy receive week difference,Aniplex,Funimation,RomanceHorrorSlice of Life,Special,Sunrise,Webtoon,G
43143,Break force,Shueisha,CrunchyrollApple TV+,Adventure,ONA,Ufotable,Visual Novel,PG-13
43419,Book hope,Aniplex,CrunchyrollTubi,Slice of LifeSupernatural,Special,Ufotable,Manga,G
43644,Certain operation,"TV Tokyo, Kodansha",HuluCrunchyrollYouTube Premium,FantasyDrama,OVA,Kyoto Animation,Webtoon,G
43649,Born turn first,"Shueisha, Kadokawa",HuluDisney+,ComedySlice of Life,Special,Toei Animation,Visual Novel,G
43834,Available may home,"Kodansha, TV Tokyo",HBO MaxNetflix,Slice of LifeComedyRomance,TV,Sunrise,Light Novel,PG-13
43856,Field day much,Kadokawa,HuluDisney+,ActionDramaSci-Fi,ONA,Madhouse,Webtoon,G
43878,Amount sort,Aniplex,Netflix,SupernaturalMystery,ONA,MAPPA,Webtoon,PG
43890,Anyone son,Kadokawa,Disney+,Sci-FiAction,ONA,J.C.Staff,Game,G
43920,Agent training,"TV Tokyo, Shueisha",Apple TV+VRVNetflix,MysteryAction,ONA,Bones,Manga,R
44106,Election high,Kadokawa,YouTube PremiumNetflix,DramaAdventure,Special,Ufotable,Webtoon,R
44162,Address Congress,TV Tokyo,TubiAmazon Prime,Slice of LifeComedyMystery,TV,A-1 Pictures,Webtoon,PG
44184,Chair sing if allow,"Bandai Namco, Kodansha",Amazon PrimeCrunchyrollYouTube Premium,Slice of LifeHorror,ONA,Madhouse,Manga,PG
44342,Better toward,Kadokawa,Disney+Amazon Prime,AdventureDrama,TV,Kyoto Animation,Visual Novel,PG-13
44372,Commercial conference,"Bandai Namco, Kodansha",HuluFunimation,ComedyAdventureHorror,Special,Wit Studio,Visual Novel,PG
44414,Can information television,"Shueisha, Kodansha",Apple TV+,Sci-FiHorror,OVA,Ufotable,Visual Novel,PG-13
44610,Bill magazine ten forget,Bandai Namco,VRVNetflix,Fantasy,ONA,Bones,Manga,PG
44657,American official,"Kadokawa, Bandai Namco",FunimationDisney+,FantasyHorror,Special,Kyoto Animation,Webtoon,G
44927,Charge avoid admit,"Kodansha, Shueisha",NetflixHuluTubi,SupernaturalSci-Fi,TV,Kyoto Animation,Light Novel,PG-13
44978,Always table,"Shueisha, Kodansha",Apple TV+,ActionSupernaturalSlice of Life,ONA,Wit Studio,Game,PG
45127,Different from owner,Shueisha,Amazon PrimeYouTube PremiumHBO Max,Fantasy,OVA,Sunrise,Webtoon,G
45140,Down agency determine,Kodansha,Amazon Prime,RomanceComedyAction,ONA,Madhouse,Manga,PG
45338,Act condition,"Shueisha, Bandai Namco",CrunchyrollHuluFunimation,FantasyDrama,ONA,Kyoto Animation,Visual Novel,R
45461,Better never list,"TV Tokyo, Shueisha",Amazon PrimeYouTube PremiumApple TV+,Slice of LifeSci-FiComedy,TV,Wit Studio,Webtoon,PG
45678,Ever possible TV,"Kadokawa, Shueisha",Amazon Prime,MysterySlice of Life,Special,Toei Animation,Visual Novel,PG
45748,Argue be,"Shueisha, Aniplex",YouTube PremiumApple TV+,Sci-Fi,Special,MAPPA,Visual Novel,G
45828,Customer letter hair,"TV Tokyo, Bandai Namco",HBO MaxApple TV+Tubi,Comedy,OVA,Toei Animation,Visual Novel,PG
45937,Fact market,"Aniplex, Shueisha",Apple TV+FunimationHBO Max,FantasyHorrorSlice of Life,OVA,Wit Studio,Visual Novel,PG
46391,Again table,Kodansha,CrunchyrollHulu,Horror,ONA,Madhouse,Webtoon,R
46849,Everybody young,Shueisha,VRVCrunchyroll,AdventureRomance,OVA,Kyoto Animation,Light Novel,PG-13
46894,City answer majority,"Aniplex, Shueisha",CrunchyrollVRV,Sci-FiAdventure,Special,Ufotable,Webtoon,G
46954,Adult environmental,"Kadokawa, Bandai Namco",Funimation,Supernatural,Special,Kyoto Animation,Game,PG-13
46999,Difficult exist ball,Shueisha,Hulu,Drama,ONA,MAPPA,Light Novel,PG-13
47090,Character foot,Bandai Namco,NetflixVRV,Horror,OVA,Madhouse,Original,PG
47113,Economy month offer,"Shueisha, Kadokawa",Apple TV+,AdventureHorror,OVA,Ufotable,Manga,R
47116,Decide beautiful,Shueisha,CrunchyrollYouTube PremiumAmazon Prime,HorrorMystery,ONA,Ufotable,Light Novel,G
47177,Company none majority,Bandai Namco,TubiDisney+,Action,Special,MAPPA,Light Novel,PG
47658,But meeting someone,Kodansha,Funimation,AdventureSlice of Life,TV,Madhouse,Manga,PG-13
47980,Each she,"Kodansha, Kadokawa",Apple TV+Amazon Prime,Mystery,ONA,Wit Studio,Manga,PG
48079,Arrive ready day,"Bandai Namco, Kadokawa",Disney+FunimationYouTube Premium,ActionDramaComedy,OVA,Wit Studio,Manga,R
48257,Change out follow,"Bandai Namco, TV Tokyo",Apple TV+Funimation,Drama,ONA,Wit Studio,Game,G
48388,Degree I time,TV Tokyo,CrunchyrollYouTube Premium,ActionMystery,ONA,Kyoto Animation,Game,G
48507,Election marriage,"Bandai Namco, Aniplex",VRV,ActionSci-FiSupernatural,TV,Ufotable,Game,PG-13
48610,Car far,TV Tokyo,YouTube PremiumFunimationHBO Max,HorrorDrama,Special,Toei Animation,Webtoon,PG-13
48678,Create two finally,"TV Tokyo, Bandai Namco",FunimationVRVNetflix,DramaSupernaturalAdventure,TV,J.C.Staff,Game,PG
48712,Budget place simple,"Kodansha, Shueisha",FunimationVRVNetflix,Horror,ONA,Sunrise,Original,PG-13
49223,Enough everybody company arm,"Kadokawa, Aniplex",VRVHBO MaxNetflix,Romance,ONA,J.C.Staff,Visual Novel,PG-13
49393,College story watch,TV Tokyo,HuluAmazon PrimeVRV,Adventure,OVA,Ufotable,Manga,G
49670,Cup reduce,"Aniplex, Shueisha",Disney+Funimation,HorrorComedyDrama,TV,Kyoto Animation,Webtoon,PG-13
49753,Allow nearly score,Kadokawa,NetflixVRVDisney+,AdventureFantasyHorror,OVA,Sunrise,Visual Novel,PG
49781,Far charge,Kodansha,Funimation,RomanceSlice of LifeDrama,Special,Wit Studio,Webtoon,PG-13
49937,Economic appear practice,Aniplex,Hulu,FantasyMysteryDrama,TV,A-1 Pictures,Webtoon,PG-13
50030,Also on,"Kodansha, TV Tokyo",Tubi,SupernaturalSlice of LifeHorror,TV,Madhouse,Manga,G
50069,Behind eight,Kodansha,Funimation,ActionSupernaturalComedy,ONA,A-1 Pictures,Webtoon,PG
50503,Be ago TV,Bandai Namco,Disney+Amazon PrimeHBO Max,Slice of Life,TV,Madhouse,Light Novel,R
50526,Act watch,"TV Tokyo, Shueisha",Amazon Prime,Mystery,TV,Madhouse,Visual Novel,PG-13
50531,Fall small summer yeah,"Kadokawa, Aniplex",VRVAmazon PrimeCrunchyroll,MysterySlice of Life,ONA,MAPPA,Webtoon,PG
50790,Consumer dog detail mother,"Kadokawa, Shueisha",Crunchyroll,DramaSci-FiAdventure,ONA,Wit Studio,Visual Novel,PG-13
50795,Blue share,Bandai Namco,Hulu,Slice of LifeAdventureDrama,TV,Wit Studio,Original,PG-13
50913,Church voice,Bandai Namco,Disney+Apple TV+,ActionComedy,Special,Ufotable,Webtoon,G
51289,Beautiful look quite,Kadokawa,YouTube PremiumFunimation,FantasySlice of LifeComedy,Special,A-1 Pictures,Original,PG-13
51435,Book result race,"Kodansha, Shueisha",Amazon PrimeYouTube PremiumDisney+,ActionDramaComedy,ONA,Madhouse,Light Novel,PG
51522,Art figure,"Shueisha, TV Tokyo",NetflixHBO MaxCrunchyroll,DramaFantasy,Special,Sunrise,Original,G
51675,Even year,"Shueisha, Kodansha",TubiDisney+Netflix,AdventureSlice of Life,Special,Bones,Webtoon,G
51743,Computer dog indeed black,"TV Tokyo, Kodansha",Disney+,Horror,Special,J.C.Staff,Webtoon,PG-13
52134,Among particularly what,Kadokawa,FunimationHulu,MysterySlice of Life,ONA,Ufotable,Visual Novel,R
52150,Born scientist million,Shueisha,Disney+HBO Max,Sci-FiFantasy,OVA,Toei Animation,Webtoon,PG
52508,Attention produce cover,"Aniplex, TV Tokyo",Amazon PrimeVRVFunimation,Sci-FiFantasyAdventure,OVA,A-1 Pictures,Original,PG-13
52569,Change less,"TV Tokyo, Shueisha",HuluFunimationYouTube Premium,DramaAction,OVA,A-1 Pictures,Original,R
52715,Compare trade success,"TV Tokyo, Aniplex",YouTube PremiumHulu,Fantasy,Special,Bones,Webtoon,G
52913,Civil no situation,"Shueisha, Aniplex",Apple TV+TubiDisney+,Sci-FiComedySupernatural,TV,Toei Animation,Light Novel,G
53167,Court arm,Bandai Namco,HuluNetflix,Horror,OVA,Ufotable,Manga,PG
53238,Culture boy surface trial,"Kodansha, TV Tokyo",HuluDisney+Crunchyroll,Sci-FiHorror,ONA,Kyoto Animation,Webtoon,PG
53369,Business also per,"Kodansha, Kadokawa",VRV,RomanceMystery,OVA,J.C.Staff,Game,G
53687,Couple lot data,"Kadokawa, Bandai Namco",Hulu,ActionMystery,ONA,Sunrise,Original,G
53864,Answer official teacher,Shueisha,Hulu,Slice of LifeAction,TV,A-1 Pictures,Game,PG
55077,Consumer decade,TV Tokyo,NetflixHBO MaxCrunchyroll,Slice of LifeMystery,ONA,Madhouse,Original,G
55104,Child environmental treatment,"Kadokawa, Kodansha",Amazon PrimeVRV,Slice of Life,Special,MAPPA,Manga,G
55241,Face owner play,Shueisha,YouTube PremiumFunimation,AdventureSci-FiSlice of Life,ONA,Ufotable,Light Novel,PG
55299,Art serious experience,"Kodansha, Shueisha",Disney+YouTube Premium,Adventure,Special,Wit Studio,Original,PG-13
55316,Economic lay piece,"Kodansha, Kadokawa",TubiVRVHulu,HorrorFantasy,Special,Toei Animation,Game,G
55355,Coach sing,Bandai Namco,Hulu,Supernatural,TV,Madhouse,Webtoon,PG
55390,Bit strong worker,Bandai Namco,Disney+,Sci-FiAdventure,TV,J.C.Staff,Original,PG-13
55887,Current old various,"Kodansha, Shueisha",HBO MaxFunimation,Fantasy,ONA,A-1 Pictures,Game,PG
55976,And mouth,"Kadokawa, Aniplex",VRV,RomanceDramaHorror,OVA,Madhouse,Game,G
56161,Challenge experience hotel,"Aniplex, Kadokawa",HBO Max,Romance,OVA,MAPPA,Visual Novel,PG-13
56352,Commercial all sell,TV Tokyo,HBO MaxVRVHulu,SupernaturalAdventure,OVA,Bones,Visual Novel,R
56434,Dinner receive field heavy,TV Tokyo,VRVHuluDisney+,RomanceSlice of Life,TV,Ufotable,Light Novel,R
56445,Decision oil,TV Tokyo,Amazon PrimeHBO MaxNetflix,Horror,OVA,Kyoto Animation,Visual Novel,R
56890,Authority against true can,Aniplex,Disney+VRVNetflix,FantasyComedy,ONA,Kyoto Animation,Game,G
56977,Beautiful eight,"Bandai Namco, Kadokawa",Amazon Prime,SupernaturalComedy,ONA,Kyoto Animation,Game,R
57055,Business receive else,"Aniplex, TV Tokyo",CrunchyrollYouTube Premium,FantasyMysteryHorror,TV,J.C.Staff,Original,PG-13
57066,Action first customer,"Bandai Namco, Aniplex",Amazon PrimeFunimationDisney+,FantasySci-Fi,Special,Sunrise,Game,PG-13
57421,Article edge check,Aniplex,HuluYouTube Premium,Romance,TV,Madhouse,Webtoon,PG
57504,Attorney know manager,Bandai Namco,Funimation,Drama,Special,Kyoto Animation,Light Novel,R
57636,Despite range yeah,Kadokawa,HBO MaxNetflix,FantasyRomance,OVA,Ufotable,Manga,R
57697,Dog chair sign,"Kodansha, Bandai Namco",Apple TV+Amazon PrimeVRV,SupernaturalSlice of Life,TV,Kyoto Animation,Visual Novel,G
57733,Bring street same,Kodansha,Apple TV+YouTube Premium,FantasyDramaRomance,TV,J.C.Staff,Visual Novel,PG-13
57748,Collection professor,Shueisha,Amazon PrimeHulu,Romance,ONA,Madhouse,Manga,G
57865,Conference gun scientist,"Kadokawa, Shueisha",Apple TV+VRVHulu,Mystery,ONA,Bones,Original,R
58187,Address more,"Kodansha, TV Tokyo",YouTube PremiumCrunchyrollDisney+,RomanceComedy,OVA,Sunrise,Manga,R
58347,Action enter,"Bandai Namco, Kadokawa",HuluAmazon PrimeHBO Max,RomanceFantasy,OVA,J.C.Staff,Manga,PG
58451,Difference better need,Shueisha,Apple TV+,MysteryFantasySci-Fi,ONA,Wit Studio,Light Novel,PG-13
58770,Box bit air,Kodansha,Amazon PrimeTubiNetflix,ActionAdventure,Special,Wit Studio,Manga,R
58828,Answer like,"Kadokawa, Bandai Namco",Netflix,AdventureSci-FiMystery,TV,Toei Animation,Original,PG-13
58952,Either scene,"Shueisha, Aniplex",Tubi,Slice of Life,TV,Toei Animation,Manga,PG
59096,Author process,"Kadokawa, Aniplex",VRV,ComedyFantasy,ONA,Bones,Visual Novel,G
59138,Draw girl,"Bandai Namco, Aniplex",YouTube Premium,SupernaturalComedyHorror,Special,Bones,Webtoon,R
59483,Air drop,TV Tokyo,NetflixApple TV+Disney+,Sci-FiComedy,TV,Sunrise,Original,G
59505,Both region pressure,"Aniplex, TV Tokyo",TubiNetflixYouTube Premium,RomanceSci-Fi,ONA,Sunrise,Manga,PG-13
59654,Cost under magazine,"Shueisha, TV Tokyo",Amazon PrimeNetflix,ComedyDramaSlice of Life,TV,A-1 Pictures,Game,PG-13
60048,Could court,"Shueisha, Kodansha",VRV,ActionAdventure,ONA,Bones,Manga,PG
60286,Congress push,TV Tokyo,VRV,Sci-FiComedyAction,TV,A-1 Pictures,Visual Novel,G
60491,Community report,"Kadokawa, Bandai Namco",NetflixHBO Max,Supernatural,ONA,Toei Animation,Original,PG-13
60502,Administration night,Shueisha,YouTube PremiumAmazon PrimeApple TV+,Sci-FiRomanceAdventure,TV,Kyoto Animation,Original,R
60660,Dream claim,Shueisha,VRV,RomanceActionComedy,OVA,Madhouse,Game,R
60706,Family cause soon,Bandai Namco,YouTube PremiumTubiHulu,AdventureComedyFantasy,OVA,MAPPA,Webtoon,G
60734,Condition tend moment,Bandai Namco,VRV,RomanceMysterySlice of Life,OVA,Madhouse,Original,PG
60774,Argue base feel,Aniplex,Crunchyroll,Slice of LifeSupernatural,TV,Ufotable,Visual Novel,G
60784,Face itself throughout,"Bandai Namco, Aniplex",TubiDisney+,Action,ONA,J.C.Staff,Game,PG
60821,Fear free sport,Bandai Namco,Crunchyroll,RomanceActionSlice of Life,ONA,MAPPA,Light Novel,PG
60921,Draw shake job,Aniplex,Crunchyroll,Horror,OVA,Madhouse,Original,G
61042,Shoulder total walk,"Kadokawa, TV Tokyo",Hulu,SupernaturalFantasySci-Fi,OVA,Kyoto Animation,Manga,PG
61072,Concern which,TV Tokyo,NetflixYouTube Premium,Horror,Special,Toei Animation,Light Novel,G
61074,Class sort,"Bandai Namco, Aniplex",Netflix,Slice of Life,TV,Sunrise,Original,PG
61084,Read can,"Shueisha, Kodansha",TubiHuluVRV,RomanceHorror,OVA,Kyoto Animation,Game,PG
61215,Husband sound foreign,Bandai Namco,HBO MaxFunimation,Slice of LifeAdventureSupernatural,ONA,Ufotable,Light Novel,R
61262,Behavior many less,"Shueisha, Aniplex",Amazon Prime,DramaFantasyMystery,TV,MAPPA,Game,PG-13
61327,Reduce tonight,Shueisha,TubiHulu,FantasyHorrorRomance,Special,Wit Studio,Game,PG-13
61376,Common investment,"Shueisha, Kadokawa",Apple TV+,Romance,ONA,Sunrise,Manga,PG
61457,Suddenly professional production,TV Tokyo,YouTube Premium,FantasyHorror,OVA,Kyoto Animation,Game,G
61466,Evidence window agent,Aniplex,Disney+HBO Max,Slice of Life,TV,Wit Studio,Webtoon,PG-13
61472,Bill stuff item,Aniplex,CrunchyrollNetflix,Horror,OVA,Bones,Webtoon,G
61495,Wide executive discuss,"Shueisha, Kodansha",Crunchyroll,Horror,OVA,Bones,Game,R
61518,Sign teach very,Aniplex,Apple TV+,Adventure,TV,Wit Studio,Visual Novel,PG-13
61521,Your politics book,Aniplex,CrunchyrollHBO Max,ActionDrama,TV,MAPPA,Manga,R
61531,Mission third,"TV Tokyo, Aniplex",VRVAmazon PrimeHulu,MysterySlice of LifeSupernatural,Special,Ufotable,Light Novel,PG-13
61532,Ten role always,Kadokawa,Crunchyroll,SupernaturalHorrorRomance,ONA,Wit Studio,Light Novel,G
61660,People common later,"Shueisha, TV Tokyo",Amazon Prime,DramaAdventureSci-Fi,ONA,A-1 Pictures,Game,PG-13
61669,Star fall finish,"TV Tokyo, Aniplex",FunimationApple TV+Hulu,MysterySci-Fi,ONA,A-1 Pictures,Original,PG
61692,Benefit behind girl rise,Aniplex,HBO MaxCrunchyrollNetflix,SupernaturalAdventureSci-Fi,ONA,Toei Animation,Original,PG
61698,Item road be,"TV Tokyo, Shueisha",VRV,AdventureSupernaturalRomance,ONA,Wit Studio,Game,PG
61762,Ten much or,"Bandai Namco, Aniplex",HBO MaxCrunchyrollYouTube Premium,HorrorAction,OVA,Bones,Webtoon,PG
61778,Necessary responsibility,Kadokawa,HBO MaxApple TV+Netflix,Mystery,OVA,Ufotable,Game,PG
61832,Budget explain interesting,Shueisha,HBO MaxTubi,SupernaturalMysteryComedy,OVA,Sunrise,Light Novel,G
61961,Instead course answer person,Kadokawa,HBO Max,RomanceAction,OVA,J.C.Staff,Manga,G
61991,Enter lead everybody,TV Tokyo,HBO MaxVRV,Fantasy,OVA,Ufotable,Visual Novel,R
62032,Option after whether,"TV Tokyo, Shueisha",HuluCrunchyroll,Sci-FiAction,ONA,Kyoto Animation,Manga,PG-13
62095,Animal water product family,Kadokawa,FunimationTubiHBO Max,Horror,Special,Kyoto Animation,Light Novel,PG-13
62181,Learn ever expert,TV Tokyo,NetflixHuluTubi,SupernaturalComedy,Special,Kyoto Animation,Manga,PG-13
62187,House yeah traditional treatment,Kodansha,HBO Max,Adventure,Special,MAPPA,Light Novel,R
62219,Fund help reality,TV Tokyo,VRV,ActionHorror,TV,Toei Animation,Original,PG
62245,Course treat,Bandai Namco,FunimationHBO Max,Supernatural,ONA,MAPPA,Light Novel,R
62273,Skill wear,"Aniplex, Bandai Namco",Hulu,RomanceDrama,Special,MAPPA,Visual Novel,PG
62302,Environment base,"Shueisha, Kodansha",TubiNetflixAmazon Prime,ActionSlice of LifeHorror,TV,Madhouse,Light Novel,PG-13
62338,Character design drive,"TV Tokyo, Aniplex",Apple TV+YouTube PremiumFunimation,FantasyAdventureDrama,Special,Sunrise,Manga,PG-13
62350,Fine without analysis health,"Kadokawa, TV Tokyo",Disney+HBO MaxHulu,MysteryComedy,ONA,A-1 Pictures,Webtoon,G
62501,Main involve whom,"Aniplex, Bandai Namco",Funimation,HorrorActionSci-Fi,TV,Toei Animation,Original,G
62659,Front make,"Kadokawa, TV Tokyo",YouTube PremiumFunimation,ComedyFantasy,Special,Bones,Visual Novel,PG-13
62723,Own identify,Kodansha,YouTube PremiumNetflixHulu,Fantasy,Special,Ufotable,Visual Novel,PG
62768,Cup wish,Shueisha,Disney+HuluApple TV+,HorrorDrama,TV,Sunrise,Game,PG-13
