Anime ID,Title,Production Budget,Streaming Cost,Merchandise revenue,Streaming revenues,Total revenues,Streaming Platform,Countries Available,Awards Won
26168,Carry environmental reflect,$5176056800," 33,89,36,368 "," 37,31,58,977 "," 91,65,07,711 "," 1,50,58,90,844 ",NetflixHulu,11,8
26267,Congress bill trip," 9,44,29,89,600 "," 24,73,99,857 "," 38,77,99,775 "," 70,77,00,321 "," 1,26,05,90,299 ",HBO Max,21,8
26371,Consider bar," 5,81,31,12,400 "," 41,09,15,079 "," 58,96,52,840 "," 74,18,46,063 "," 1,11,63,85,552 ",Apple TV+,16,7
26398,Change on reality," 6,12,26,53,200 "," 41,20,18,988 "," 71,94,22,899 "," 67,98,31,330 ",$997792881.663751,Hulu,5,4
26481,Best kitchen four," 39,79,62,800 "," 35,77,67,793 "," 17,55,73,638 ",$590316858.45," 96,13,03,791 ",Amazon Prime,24,4
26686,Arm call," 2,91,99,71,400 "," 53,65,87,288 "," 44,41,96,592 "," 88,53,69,025 "," 1,30,40,52,454 ",Disney+,27,8
26876,Above thus serious," 12,43,71,80,800 ",$552893785," 86,84,22,538 "," 1,08,85,49,981 "," 1,97,54,68,362 ",YouTube PremiumAmazon PrimeNetflix,26,8
27019,Certain impact," 9,58,52,68,600 "," 53,92,07,159 ",$232709580.30234," 88,96,91,812 "," 1,41,13,87,302 ",TubiApple TV+,25,7
27279,Charge head church," 4,15,33,84,000 "," 41,63,53,473 "," 62,51,17,525 "," 85,50,81,862 "," 1,31,76,86,011 ",YouTube Premium,4,7
27361,Car national event," 35,67,50,000 "," 20,11,85,283 "," 41,29,89,206 "," 68,07,59,572 "," 1,12,71,33,519 ",VRVYouTube Premium,3,8
27540,Defense anyone," 4,77,61,21,400 "," 35,56,40,845 "," 59,82,65,960 ",$1457192247.49538," 2,35,03,48,305 ",Disney+HBO MaxVRV,22,6
27644,Behavior Congress almost computer," 13,23,42,89,200 "," 45,48,96,022 "," 48,88,12,774 ",$750578436.3," 1,11,96,14,202 ",VRVYouTube PremiumTubi,30,6
27750,Cover class," 5,59,29,82,000 "," 47,32,57,739 "," 58,13,33,350 "," 1,12,86,26,206 "," 1,72,44,84,744 ",VRVYouTube PremiumNetflix,2,7
27779,Arrive benefit,$17402404400," 16,04,84,222 "," 53,12,29,472 "," 92,27,01,507 "," 1,67,51,22,631 ",Netflix,22,7
27802,Blue blue door,$6864309600," 54,61,05,349 "," 10,06,96,111 "," 90,10,73,826 "," 1,46,73,32,369 ",Disney+VRVHulu,5,7
27836,Black beat debate," 2,79,05,45,200 "," 42,44,28,676 "," 65,64,96,861 "," 98,10,10,141 "," 1,69,28,45,387 ",CrunchyrollTubi,8,7
28042,Contain individual true," 3,59,99,00,000 "," 35,55,13,403 "," 64,83,60,428 "," 1,11,65,17,054 ",$1634400955.07941,HBO Max,13,7
28120,Artist program," 12,72,88,85,400 "," 53,70,36,678 "," 46,97,15,593 "," 88,61,10,519 "," 1,36,04,10,346 ",Amazon Prime,22,4
28545,Against various," 6,91,27,63,600 "," 52,23,55,561 "," 55,84,71,733 "," 86,18,86,676 "," 1,26,63,38,447 ",Apple TV+Crunchyroll,13,4
28586,Already site every," 37,25,69,800 "," 38,17,30,439 "," 28,70,97,211 "," 62,98,55,224 "," 92,15,58,529 ",CrunchyrollHuluDisney+,8,7
28695,Difference occur result," 15,37,68,12,600 "," 53,45,45,121 ",$465791948.552934," 88,19,99,450 "," 1,38,80,12,182 ",NetflixAmazon Prime,6,8
28861,American radio," 8,50,84,28,000 "," 54,95,91,765 ",$434860255.630953," 97,96,27,893 "," 1,51,70,21,503 ",YouTube PremiumFunimation,21,7
29158,Factor little project," 12,75,05,28,400 ",$556715315," 40,09,68,940 "," 91,85,80,270 "," 1,38,22,64,893 ",Tubi,24,5
29192,Catch themselves expect," 5,87,49,09,600 "," 47,00,83,026 ",#REF!," 1,11,33,16,577 "," 1,91,67,84,622 ",CrunchyrollVRV,4,4
29215,Election both direction," 17,40,56,27,400 "," 49,01,84,365 "," 56,41,13,624 "," 87,81,26,147 "," 1,26,57,85,514 ",YouTube Premium,8,7
29388,Cup choose," 5,81,71,54,800 "," 39,47,99,852 "," 10,66,35,383 "," 65,14,19,756 "," 1,16,49,98,620 ",NetflixApple TV+VRV,19,8
29494,Approach their whether," 13,61,02,88,800 "," 39,23,31,286 "," 31,25,13,232 "," 64,73,46,622 "," 99,62,82,055 ",FunimationYouTube Premium,30,6
29549,Area always," 3,79,53,01,200 "," 57,33,34,548 "," 77,54,00,316 "," 94,60,02,004 "," 1,57,85,91,913 ",YouTube PremiumCrunchyroll,20,8
29811,Age often," 7,95,22,28,000 "," 57,05,54,281 "," 56,39,24,119 "," 94,14,14,564 ",$1477176023.75004,Hulu,24,7
29889,And must," 2,31,61,15,800 "," 37,18,95,768 "," 49,47,34,436 "," 61,36,28,017 ",$882058843.804563,VRVHuluTubi,21,5
30253,Among back life," 6,36,25,88,400 "," 36,31,15,169 "," 31,09,78,756 "," 59,91,40,029 "," 94,51,69,506 ",Amazon Prime,24,5
30271,Crime court eye," 10,12,04,98,600 "," 54,76,90,871 "," 43,44,99,035 "," 90,36,89,937 "," 1,55,87,39,433 ",Apple TV+TubiFunimation,29,6
30534,Enter yard," 10,41,27,34,200 ",$488451869," 64,79,86,769 "," 80,59,45,584 "," 1,41,99,85,396 ",HuluFunimationCrunchyroll,1,4
30572,Century church," 3,00,43,54,800 "," 35,07,63,356 "," 79,13,66,014 "," 57,87,59,537 ",$929324339.150406,Disney+,13,7
30665,Dark people lot," 4,52,54,56,800 "," 28,08,61,980 "," 42,69,48,176 "," 46,34,22,267 "," 74,85,91,513 ",HBO Max,8,5
30966,At pull most," 17,49,06,93,200 "," 57,40,63,847 "," 43,59,56,242 "," 94,72,05,348 "," 1,42,24,11,764 ",Apple TV+HuluNetflix,3,6
31066,Difficult key little," 7,55,70,46,000 "," 36,38,18,116 "," 13,23,74,272 "," 60,02,99,891 "," 89,04,74,453 ",Funimation,9,8
31118,Bill take yeah," 19,05,22,61,800 "," 13,61,97,522 "," 87,98,89,561 "," 1,06,49,75,807 "," 1,68,99,87,595 ",Amazon PrimeApple TV+,7,6
31505,Dream member animal," 2,14,19,70,800 "," 46,75,97,310 "," 33,35,41,046 "," 77,15,35,562 "," 1,26,69,08,413 ",FunimationDisney+,30,7
31526,Early relationship marriage," 2,32,37,59,000 "," 39,77,35,492 ",$466869256.148841," 1,20,74,36,665 "," 1,75,73,71,162 ",FunimationHBO Max,22,8
31651,Affect evidence less positive," 21,46,42,600 "," 35,43,21,278 "," 68,57,62,840 "," 70,18,24,517 "," 1,23,02,78,449 ",Disney+TubiAmazon Prime,9,6
31682,Century economy," 3,72,33,60,600 "," 49,93,83,080 ",$516510458.2171," 82,39,82,082 "," 1,24,32,60,089 ",CrunchyrollDisney+YouTube Premium,30,8
31755,Cause capital," 93,73,73,400 ",$457643928," 55,47,17,470 "," 98,87,78,442 "," 1,41,55,71,510 ",YouTube PremiumTubiHBO Max,19,8
31798,Across president," 9,31,02,07,400 ",$403781477,#REF!," 66,62,39,437 "," 1,17,67,28,411 ",YouTube PremiumAmazon Prime,1,5
31827,Brother control," 1,49,59,50,600 "," 57,52,18,832 "," 57,04,01,629 "," 94,91,11,073 "," 1,60,83,33,074 ",NetflixTubiVRV,19,8
31875,Another beyond fish," 6,01,12,39,000 ",$362059472," 29,36,99,513 "," 59,73,98,129 "," 91,41,21,192 ",YouTube Premium,20,4
32078,Couple book," 3,24,72,01,600 "," 47,94,41,297 "," 58,11,48,218 "," 79,10,78,140 "," 1,14,70,19,888 ",FunimationVRV,1,5
32118,Debate central be PM," 3,29,16,09,800 "," 42,00,87,684 "," 59,03,43,440 "," 69,31,44,679 "," 1,01,48,93,144 ",VRVHulu,11,5
32182,Benefit card history,$4225635200," 21,32,97,071 "," 38,26,30,615 "," 59,90,93,477 "," 97,15,57,203 ",YouTube Premium,18,7
32208,Decide cultural establish represent," 2,43,79,58,400 "," 56,38,78,513 "," 27,63,20,071 "," 93,03,99,546 "," 1,63,08,82,560 ",Disney+CrunchyrollYouTube Premium,2,8
32281,Can great poor," 5,86,55,23,800 "," 33,84,08,676 "," 39,20,57,722 "," 55,83,74,315 "," 93,97,46,454 ",Disney+,29,5
32312,Because start," 14,05,60,23,800 "," 55,37,87,820 "," 32,75,67,237 "," 91,37,49,903 ",$1639050372.6481,YouTube Premium,23,7
32535,Despite night," 4,63,27,46,600 "," 35,23,93,831 "," 22,95,91,401 "," 58,14,49,821 "," 84,70,25,097 ",Disney+Amazon PrimeApple TV+,13,7
32784,Allow although leave," 3,63,79,11,200 ",$435574944," 37,89,89,032 "," 1,05,66,81,997 "," 1,76,11,01,355 ",Disney+,29,6
32906,Current page consumer," 1,80,72,57,600 "," 59,73,87,453 "," 66,55,69,395 "," 1,20,45,34,334 "," 1,90,08,41,461 ",Amazon Prime,23,4
33165,Any product manager," 9,02,25,22,800 "," 53,14,91,213 "," 19,46,19,787 "," 87,69,60,501 "," 1,58,98,01,919 ",CrunchyrollNetflixVRV,4,6
33338,Ago skin," 9,86,72,31,600 "," 35,05,28,544 "," 33,37,46,661 "," 57,83,72,098 ",$882696457.597649,Funimation,10,7
33668,Could material," 5,77,12,20,800 "," 47,11,82,144 "," 42,58,09,424 "," 77,74,50,538 "," 1,30,89,17,527 ",Disney+,27,5
33790,Dream good," 1,30,97,06,200 "," 36,04,02,771 "," 63,05,22,847 "," 59,46,64,572 "," 1,07,00,77,221 ",HBO MaxYouTube PremiumHulu,2,5
33873,Attack Democrat," 1,74,01,57,800 "," 17,32,72,374 "," 62,86,90,362 "," 62,94,59,173 ",$1127418752.81344,YouTube PremiumNetflixTubi,18,8
34249,Class history," 8,59,22,34,000 "," 37,56,68,592 "," 40,82,13,754 "," 92,52,06,170 "," 1,35,93,26,592 ",Amazon PrimeTubiDisney+,8,4
34355,Exist image," 3,99,11,09,600 "," 59,63,80,833 "," 49,38,33,966 "," 98,40,28,374 "," 1,60,22,06,203 ",Hulu,2,7
34359,Enter door threat," 5,89,43,00,000 "," 51,30,27,754 "," 60,43,21,770 "," 86,99,98,983 "," 1,26,94,02,475 ",FunimationHBO Max,15,7
34522,Clearly scene," 2,36,51,19,400 "," 50,26,44,002 "," 20,18,50,328 "," 82,93,62,603 "," 1,42,59,52,913 ",VRVAmazon Prime,20,8
34877,Away anyone," 24,11,17,800 "," 56,04,87,907 "," 21,62,93,406 "," 92,48,05,047 "," 1,49,70,53,411 ",Amazon PrimeYouTube PremiumNetflix,16,4
35216,Affect rise," 3,50,33,02,200 "," 42,73,48,665 "," 31,57,58,542 "," 70,51,25,297 "," 1,08,77,55,912 ",Amazon PrimeApple TV+Netflix,15,4
35341,Build their feel," 6,36,47,66,400 "," 59,78,45,555 "," 24,99,15,612 "," 98,64,45,166 "," 1,69,28,42,183 ",HBO MaxDisney+,22,8
35368,Field age,$1313383800," 53,98,97,435 "," 33,16,82,280 "," 89,08,30,768 "," 1,33,45,98,156 ",Apple TV+Netflix,3,8
35376,Beyond color various," 1,24,55,04,000 "," 35,41,11,081 "," 35,27,80,443 "," 60,09,97,736 "," 87,04,98,484 ",Apple TV+,30,6
35617,Authority outside create," 17,58,43,38,000 "," 53,75,52,609 "," 66,33,99,499 "," 88,69,61,805 "," 1,28,45,54,305 ",Amazon Prime,5,4
35772,Eight pull," 18,19,52,17,000 "," 42,67,87,852 "," 36,11,54,566 "," 70,41,99,956 "," 1,27,33,70,311 ",YouTube Premium,13,5
35829,Call follow back," 4,70,70,17,000 "," 40,49,95,264 "," 39,29,85,052 "," 80,15,09,412 "," 1,20,67,57,682 ",NetflixHuluTubi,7,5
35836,Business dinner not," 15,48,74,71,400 "," 55,35,04,394 "," 44,99,23,986 "," 91,32,82,250 "," 1,30,62,67,302 ",VRV,19,8
35850,Capital character challenge," 9,77,38,53,000 "," 17,41,91,013 "," 33,05,10,476 "," 28,74,15,171 "," 45,59,73,757 ",Amazon Prime,26,7
35878,Decision our middle," 4,45,38,43,200 "," 38,38,72,483 "," 46,82,64,530 "," 63,33,89,597 "," 94,03,08,235 ",Hulu,29,5
36016,Fear follow particular," 3,67,80,23,400 "," 51,54,08,517 "," 68,64,75,735 "," 85,04,24,053 "," 1,50,24,04,443 ",VRVDisney+,27,7
36196,Bag question nation," 1,47,67,54,200 "," 51,75,77,791 "," 61,16,94,344 "," 85,40,03,355 "," 1,22,14,68,266 ",HBO MaxTubi,25,5
36362,Dream mother," 2,20,43,73,600 "," 48,07,57,505 "," 43,65,88,477 "," 79,32,49,883 "," 1,37,33,04,231 ",VRVNetflixAmazon Prime,9,6
36400,Beyond I create," 11,58,79,01,000 "," 59,96,53,200 "," 34,77,02,551 "," 98,94,27,780 "," 1,57,95,82,645 ",CrunchyrollDisney+,16,8
36435,Also wrong," 5,29,85,67,200 "," 37,75,47,987 "," 43,81,08,181 "," 62,29,54,179 "," 89,60,13,566 ",YouTube Premium,28,8
36803,Citizen star," 6,42,74,96,400 "," 41,48,50,624 "," 44,00,83,155 "," 68,45,03,530 "," 1,00,82,40,172 ",Apple TV+,22,4
36903,Again method manage," 82,11,06,800 ",$387975366," 61,09,70,100 "," 65,69,25,052 "," 1,19,18,00,151 ",Crunchyroll,7,4
36918,College with," 11,81,03,03,800 "," 11,24,49,690 "," 69,72,67,607 "," 69,45,99,587 "," 1,13,47,87,871 ",Amazon PrimeFunimationVRV,30,6
36944,Beautiful deal," 7,51,30,01,800 ",$489294385," 26,08,20,325 "," 80,73,35,735 "," 1,28,98,94,598 ",Disney+Apple TV+,22,8
36983,Blue recognize never," 8,56,02,83,000 "," 49,53,70,217 "," 12,85,70,508 "," 81,73,60,858 "," 1,17,89,67,103 ",CrunchyrollTubiAmazon Prime,30,8
37116,Current price," 5,50,00,56,000 "," 13,01,12,570 "," 79,68,39,563 "," 80,51,54,993 "," 1,22,99,51,309 ",Apple TV+Funimation,11,8
37224,Air against nice," 10,49,23,92,800 "," 59,03,59,589 "," 61,38,51,677 "," 97,40,93,322 "," 1,50,54,48,661 ",Amazon PrimeYouTube PremiumHBO Max,29,5
37867,Cut anyone," 3,59,38,75,000 ",$598900399," 40,17,31,478 "," 98,81,85,658 "," 1,67,36,21,233 ",Amazon PrimeYouTube Premium,1,8
38008,Court order resource," 3,39,32,09,600 "," 51,54,71,230 "," 60,19,60,600 "," 85,05,27,530 "," 1,30,22,53,574 ",Funimation,16,5
38073,Cause institution industry," 4,25,45,31,400 ",$508929291," 48,57,70,842 "," 83,97,33,330 "," 1,46,40,57,659 ",TubiHulu,25,8
38132,Arrive opportunity evening," 11,13,55,62,200 "," 48,78,18,132 "," 31,80,49,562 "," 81,91,75,884 "," 1,23,26,60,906 ",YouTube Premium,3,7
38184,Change car adult society," 11,23,33,41,400 "," 10,21,06,152 "," 68,23,23,125 "," 83,65,80,258 ",$1399888953.15797,Amazon Prime,30,4
38565,Case space," 21,44,67,50,600 "," 47,23,28,335 "," 40,35,55,458 "," 1,16,53,01,642 "," 1,91,61,88,147 ",HuluNetflixAmazon Prime,3,7
38762,Change billion be capital," 5,58,58,91,000 ",$422379184," 69,89,47,179 "," 1,12,10,60,618 "," 1,91,23,59,103 ",FunimationHBO Max,30,7
38768,Ask policy,$4748634600," 43,57,76,480 "," 25,39,75,494 "," 71,90,31,192 "," 1,26,43,55,547 ",Crunchyroll,23,8
38914,Challenge prove bed," 21,60,55,40,400 "," 45,17,79,855 "," 28,92,67,491 "," 74,54,36,761 "," 1,11,75,35,191 ",HuluVRV,25,8
39628,Despite current soon unit," 1,92,83,18,200 "," 14,50,65,420 "," 67,07,90,337 ",$1011217407.29211," 1,51,15,75,707 ",YouTube Premium,21,8
39694,Down though," 3,30,69,79,600 "," 50,38,65,584 "," 60,61,86,259 "," 83,13,78,214 "," 1,22,52,40,846 ",HuluHBO MaxAmazon Prime,30,5
39758,Dinner result," 10,14,92,06,000 "," 57,92,56,514 "," 33,49,85,817 "," 95,57,73,248 "," 1,45,33,76,577 ",YouTube PremiumFunimation,22,4
40087,Dark above measure," 4,41,97,26,400 "," 59,45,19,162 "," 40,70,94,790 "," 98,09,56,617 "," 1,49,76,38,176 ",Funimation,14,4
40618,Feeling letter," 4,01,09,11,600 "," 57,52,03,260 "," 24,17,15,684 ",$949085379," 1,72,50,55,175 ",Netflix,18,4
40686,Better account far," 10,83,50,17,800 "," 35,93,84,623 "," 64,05,53,032 "," 62,76,44,301 "," 1,05,77,30,118 ",FunimationDisney+Tubi,7,8
40730,Along artist baby type," 12,71,20,20,200 ",$493104655," 50,46,88,356 "," 91,31,08,830 "," 1,41,44,51,238 ",Amazon PrimeNetflixYouTube Premium,14,7
40818,Either edge," 15,25,89,600 "," 22,32,22,179 "," 52,16,82,285 "," 46,13,70,486 "," 71,75,20,402 ",CrunchyrollTubi,2,6
40842,Establish voice old," 1,30,04,60,000 "," 16,95,89,799 "," 49,76,03,328 "," 59,20,65,061 "," 98,19,36,359 ",Apple TV+NetflixCrunchyroll,14,8
40857,Crime trade deal," 18,16,17,88,600 "," 48,65,33,328 "," 44,42,53,591 "," 80,27,79,991 "," 1,17,90,58,291 ",FunimationAmazon Prime,29,7
41056,Away walk almost," 4,49,67,46,000 "," 29,56,84,022 "," 48,24,18,376 "," 48,78,78,636 "," 69,89,29,741 ",Hulu,11,7
41086,Brother know paper,$14007744600," 52,11,13,539 "," 33,69,31,040 "," 85,98,37,339 "," 1,37,31,83,982 ",HBO Max,26,6
41110,Bank author," 3,62,47,34,200 "," 36,87,26,951 "," 49,10,92,993 "," 79,91,92,272 "," 1,44,08,72,610 ",Netflix,5,8
41131,Coach however," 4,11,11,36,400 "," 11,60,38,024 "," 45,54,14,885 ",$643781709.373341," 1,01,02,80,773 ",HBO Max,4,7
41361,Another language first," 88,23,47,200 "," 54,95,82,557 "," 46,73,20,707 "," 90,68,11,219 "," 1,36,06,65,485 ",Amazon PrimeHBO MaxYouTube Premium,26,7
41363,Expect international authority," 9,00,47,32,000 "," 33,03,18,231 "," 51,44,94,196 "," 1,53,44,04,375 "," 2,28,65,66,435 ",Apple TV+CrunchyrollHulu,8,7
41557,Catch chair try," 2,36,47,31,400 "," 43,98,68,122 "," 30,24,38,726 "," 72,57,82,401 "," 1,22,89,45,096 ",Netflix,26,4
41696,Especially trip south group," 1,74,45,26,000 "," 20,09,68,297 "," 62,93,96,968 "," 77,89,99,243 "," 1,17,61,83,025 ",NetflixApple TV+HBO Max,7,6
41747,Able piece," 4,81,46,51,600 "," 13,77,62,107 "," 54,33,57,600 "," 53,63,32,697 "," 79,81,14,510 ",HBO Max,24,7
41773,Building bad," 5,59,20,16,200 ",$391461745," 38,90,57,806 "," 84,35,82,337 "," 1,51,08,78,130 ",CrunchyrollAmazon Prime,17,4
41935,Big three huge," 79,38,40,400 "," 59,13,53,157 "," 59,42,07,040 ",$975732709.05," 1,57,94,78,466 ",HBO MaxDisney+,16,7
42062,Above activity who," 4,49,68,38,800 "," 56,37,51,220 "," 44,78,37,605 "," 93,01,89,513 "," 1,66,85,83,082 ",VRV,12,7
42194,Beautiful suffer center," 7,16,64,88,800 "," 15,12,60,291 "," 51,31,23,482 "," 48,91,51,689 "," 87,52,91,730 ",FunimationDisney+Netflix,13,7
42345,Fear religious town," 3,78,43,22,000 "," 27,20,41,900 "," 26,89,19,092 "," 44,88,69,135 "," 72,46,03,434 ",FunimationYouTube Premium,11,6
42668,Arm glass rock," 1,67,79,90,000 "," 51,88,70,501 "," 17,37,35,888 "," 85,61,36,327 "," 1,37,41,05,174 ",Apple TV+FunimationDisney+,1,4
42859,Enjoy receive week difference," 11,44,58,69,800 "," 46,49,86,966 "," 51,10,72,805 "," 77,66,15,498 "," 1,28,39,97,292 ",Funimation,2,7
43143,Break force," 13,00,80,44,600 "," 47,86,30,147 "," 41,86,83,429 "," 78,97,39,743 "," 1,14,79,70,129 ",CrunchyrollApple TV+,23,4
43419,Book hope," 4,59,77,24,200 "," 36,37,83,765 "," 73,75,59,640 "," 96,92,33,078 "," 1,45,73,66,664 ",CrunchyrollTubi,14,8
43644,Certain operation," 86,65,13,000 "," 49,04,05,721 "," 61,17,74,044 "," 80,91,69,440 "," 1,32,72,59,317 ",HuluCrunchyrollYouTube Premium,4,7
43649,Born turn first," 4,77,20,95,200 "," 40,80,74,762 "," 50,31,62,695 "," 67,33,23,357 "," 1,08,80,99,684 ",HuluDisney+,26,8
43834,Available may home," 71,95,17,200 "," 38,70,88,280 "," 53,32,69,921 "," 63,86,95,662 "," 97,98,06,895 ",HBO MaxNetflix,21,8
43856,Field day much," 8,30,71,62,600 ",$548426297," 58,13,53,478 "," 90,49,03,390 "," 1,29,29,61,106 ",HuluDisney+,18,7
43878,Amount sort," 5,00,72,02,600 "," 37,27,03,034 "," 59,35,94,682 "," 61,49,60,006 "," 1,05,99,69,960 ",Netflix,9,6
43890,Anyone son," 8,66,04,07,400 "," 31,53,95,900 "," 78,27,36,972 "," 1,19,68,57,443 "," 1,87,99,82,444 ",Disney+,11,5
43920,Agent training," 17,72,27,95,400 "," 17,78,62,639 ",$500211893.360198," 84,26,50,495 "," 1,37,73,85,022 ",Apple TV+VRVNetflix,7,8
44106,Election high," 7,72,06,01,400 ",$477039095," 41,63,33,999 "," 78,71,14,507 "," 1,15,02,92,929 ",YouTube PremiumNetflix,5,8
44162,Address Congress," 22,11,13,22,800 "," 52,30,47,898 "," 32,31,12,963 ",$863029031.7," 1,52,79,62,708 ",TubiAmazon Prime,16,6
44184,Chair sing if allow," 8,10,80,54,000 "," 47,09,10,982 "," 51,79,06,225 "," 98,04,56,460 "," 1,49,38,11,887 ",Amazon PrimeCrunchyrollYouTube Premium,6,6
44342,Better toward," 8,50,13,59,800 "," 59,82,57,260 "," 39,00,43,095 "," 98,71,24,479 "," 1,47,96,41,579 ",Disney+Amazon Prime,8,7
44372,Commercial conference," 95,34,55,000 "," 46,32,84,626 "," 69,63,07,127 "," 1,08,53,77,492 "," 1,62,15,94,243 ",HuluFunimation,22,7
44414,Can information television," 6,75,19,91,000 "," 55,63,90,820 "," 46,37,18,162 "," 91,80,44,853 ",$1573775058.43916,Apple TV+,24,6
44610,Bill magazine ten forget," 16,18,15,95,800 "," 48,82,54,431 "," 64,83,13,389 "," 80,56,19,811 "," 1,41,75,71,644 ",VRVNetflix,4,5
44657,American official," 7,52,34,08,400 "," 22,74,44,041 "," 63,14,08,875 "," 67,49,51,456 "," 1,10,16,67,524 ",FunimationDisney+,27,8
44927,Charge avoid admit," 16,54,69,51,600 "," 28,95,04,614 "," 32,48,90,650 "," 47,76,82,613 "," 85,14,55,019 ",NetflixHuluTubi,23,8
44978,Always table," 10,69,10,32,800 "," 56,72,05,563 "," 43,75,98,926 "," 93,58,89,179 "," 1,53,71,94,858 ",Apple TV+,10,6
45127,Different from owner," 7,20,14,80,800 ",$582535492," 48,59,10,399 "," 96,11,83,562 "," 1,63,03,68,411 ",Amazon PrimeYouTube PremiumHBO Max,28,6
45140,Down agency determine," 4,24,64,87,600 "," 56,21,82,549 "," 61,47,95,931 "," 1,51,92,51,644 "," 2,43,83,92,927 ",Amazon Prime,17,5
45338,Act condition,$2339289800," 58,99,12,812 "," 41,23,81,117 "," 97,33,56,140 "," 1,39,92,12,578 ",CrunchyrollHuluFunimation,1,8
45461,Better never list," 1,67,00,65,200 "," 39,94,97,356 "," 53,29,68,454 "," 99,30,04,682 "," 1,46,31,48,919 ",Amazon PrimeYouTube PremiumApple TV+,25,8
45678,Ever possible TV," 16,29,37,600 "," 43,66,39,562 "," 73,97,78,987 ",$798729016.64561," 1,26,89,44,345 ",Amazon Prime,5,8
45748,Argue be," 6,01,08,19,000 "," 44,45,28,109 "," 59,26,30,172 "," 73,34,71,380 "," 1,20,06,08,606 ",YouTube PremiumApple TV+,20,7
45828,Customer letter hair," 5,42,43,68,600 "," 29,50,77,532 "," 48,38,34,178 "," 1,36,99,20,110 "," 1,95,79,28,746 ",HBO MaxApple TV+Tubi,12,5
45937,Fact market," 14,39,04,54,800 "," 51,36,64,650 "," 42,34,72,794 "," 84,75,46,673 "," 1,28,50,54,623 ",Apple TV+FunimationHBO Max,1,7
46391,Again table," 5,35,50,57,000 "," 45,56,79,750 "," 58,51,01,118 ",$754569347.109583," 1,23,99,80,397 ",CrunchyrollHulu,12,7
46849,Everybody young," 2,25,86,21,600 "," 23,47,66,347 "," 58,90,29,416 "," 57,52,74,014 "," 87,77,12,740 ",VRVCrunchyroll,12,7
46894,City answer majority," 8,86,41,08,400 "," 39,42,67,259 "," 36,86,86,767 "," 65,05,40,977 "," 1,07,37,87,937 ",CrunchyrollVRV,25,6
46954,Adult environmental," 30,60,13,800 "," 51,04,91,503 "," 43,18,55,412 "," 84,23,10,980 "," 1,34,10,05,915 ",Funimation,9,5
46999,Difficult exist ball," 2,77,52,33,800 "," 35,18,48,604 "," 23,37,52,876 "," 58,05,50,197 "," 99,18,71,548 ",Hulu,23,7
47090,Character foot," 2,94,01,80,800 "," 51,72,20,707 "," 20,13,40,461 "," 85,34,14,167 "," 1,33,19,20,878 ",NetflixVRV,16,6
47113,Economy month offer,$14703995600," 31,96,86,762 "," 47,26,68,258 "," 75,40,15,029 "," 1,08,18,63,442 ",Apple TV+,23,8
47116,Decide beautiful," 8,04,42,20,800 "," 55,10,11,144 "," 36,65,69,323 "," 90,91,68,388 "," 1,35,22,59,383 ",CrunchyrollYouTube PremiumAmazon Prime,25,8
47177,Company none majority," 7,85,04,19,800 "," 18,03,27,211 "," 54,98,22,240 "," 60,73,65,728 "," 96,91,87,753 ",TubiDisney+,28,8
47658,But meeting someone," 3,45,44,31,000 "," 44,61,22,867 "," 27,14,02,418 "," 73,61,02,731 "," 1,12,27,43,094 ",Funimation,8,4
47980,Each she,$2235043000," 24,77,06,943 "," 56,48,66,893 "," 1,44,90,56,985 "," 2,11,12,09,559 ",Apple TV+Amazon Prime,11,8
48079,Arrive ready day," 3,05,21,05,000 "," 46,54,73,773 "," 40,26,90,120 "," 83,47,41,247 "," 1,24,31,70,644 ",Disney+FunimationYouTube Premium,16,4
48257,Change out follow," 8,58,68,50,600 "," 36,89,27,712 "," 74,83,49,361 "," 87,70,39,442 "," 1,59,20,85,666 ",Apple TV+Funimation,16,7
48388,Degree I time," 6,61,10,71,400 "," 35,07,06,597 ",$566736311.21848," 1,59,98,06,186 "," 2,53,75,65,949 ",CrunchyrollYouTube Premium,23,4
48507,Election marriage," 3,19,10,63,000 "," 52,86,14,609 "," 40,01,05,210 "," 87,22,14,105 "," 1,26,37,68,463 ",VRV,24,5
48610,Car far,$6436864200," 31,63,05,607 "," 52,69,54,375 "," 85,15,66,527 "," 1,46,24,45,641 ",YouTube PremiumFunimationHBO Max,23,7
48678,Create two finally," 4,77,96,69,600 "," 58,48,19,958 "," 66,25,98,153 "," 1,33,74,61,620 "," 2,09,79,33,244 ",FunimationVRVNetflix,29,6
48712,Budget place simple," 37,64,69,000 "," 35,02,33,228 "," 44,36,32,333 "," 57,78,84,826 "," 99,82,31,720 ",FunimationVRVNetflix,5,6
